token_address,s01_mint_authority,s02_freeze_authority,s03_upgradeable,s04_metadata_mutable,s05_lp_lock,s06_deployer_lp,s08_top10_holders,s09_whale_dominance,s10_sybil_clusters,s11_rug_history,s12_wallet_age,s13_suspicious_tx,s14_bot_spike,s15_wash_trading,s16_insider_dump,s17_social_verify,s18_fake_engagement,label,source
1d41d4af499c94ee8cfc7491dd83ff54d4c4e27437ab,0.9834,0.874,0.7555,0.5861,0.7649,0.7909,0.728,0.91,0.6686,0.7488,0.7901,0.7815,0.8457,0.7008,0.8609,0.7378,0.8254,1,mock
7c39fd7e7f3c936a4be116f8c18b39049120b4db3b58,0.0441,0.0,0.171,0.0864,0.0524,0.153,0.1839,0.1096,0.0,0.0266,0.08,0.0688,0.1632,0.0233,0.0,0.1488,0.1671,0,mock
c6470eee9c2df8cb8b746ad67e9c5f25afeef8f69eed,0.8966,0.7313,0.7262,0.5941,0.821,0.8665,0.7436,0.9182,0.7392,0.7815,0.9598,0.8189,0.8134,0.8024,0.7172,0.8012,0.8625,1,mock
e464a1e0e361e8422cf498ff51b1742dac7f9bba71b0,0.0,0.0692,0.1776,0.0,0.1044,0.0495,0.1964,0.0617,0.1486,0.0,0.0,0.0131,0.0252,0.1953,0.1072,0.1795,0.0862,0,mock
9a3d6b6ea4256147c66c45443b0028e985ed4e96a758,0.0186,0.0,0.0325,0.0024,0.1237,0.1959,0.1044,0.1087,0.1677,0.1341,0.0,0.1902,0.124,0.2155,0.1271,0.1427,0.1934,0,mock
216b37f269fefb57f13da1de70d2533ef98d0407393a,0.1392,0.0,0.1083,0.0,0.008,0.0012,0.1945,0.146,0.1385,0.1618,0.0745,0.0768,0.1284,0.2137,0.0466,0.1417,0.1257,0,mock
5816b4413903a158d68485abc7a2a137dfb2f0c3276b,0.0707,0.1462,0.1044,0.0,0.0815,0.1591,0.1407,0.0525,0.1622,0.088,0.0219,0.0339,0.0788,0.1903,0.1346,0.0013,0.1127,0,mock
baa1283a4de301ed9048ac54863bfef438100bd5489a,0.0,0.1008,0.1788,0.0,0.0,0.1732,0.1943,0.0871,0.0186,0.0563,0.0712,0.0845,0.0747,0.0433,0.0797,0.0816,0.0656,0,mock
f757aefc824f550edec2d313ced8ae31008006cb645a,0.096,0.0728,0.169,0.0,0.0893,0.099,0.3036,0.0024,0.0018,0.0185,0.0209,0.0,0.0826,0.1121,0.0303,0.0123,0.1267,0,mock
82fc3bdfd5ab5283b8da53a1f7be037eb6ed17b2f0af,0.0577,0.0623,0.1615,0.0,0.0905,0.0,0.2765,0.2016,0.0451,0.0048,0.017,0.1561,0.1935,0.1234,0.1433,0.0621,0.1304,0,mock
347870d494a13590bcf45ff0abbb3b295926dd1aecdd,0.854,0.8958,0.8211,0.7866,0.9457,0.6804,0.7399,0.7547,0.8172,0.8922,0.8275,0.729,0.7171,0.8532,0.8875,0.9643,0.8246,1,mock
3ae5f822cb301f7503cae726a93fe45d270c38b874f9,0.8464,0.6809,0.8151,0.7329,0.7929,0.8079,0.8124,0.8326,0.6323,0.6981,0.9419,0.7969,0.8109,0.8303,0.8198,0.7655,0.6606,1,mock
0c469d1205514a9d3359390f5b64bdd1401873d7ed83,0.0728,0.1375,0.1604,0.0993,0.0555,0.0,0.1793,0.0993,0.0,0.0385,0.1582,0.0119,0.0526,0.0069,0.1484,0.1667,0.1792,0,mock
7c01fd562d9718b9f780b12e00c182ee59e9cd96aab3,0.9255,0.8037,0.7087,0.7271,0.769,0.8677,0.8574,0.8018,0.7107,0.8788,0.8578,0.7501,0.7519,0.8258,0.7684,0.8917,0.8652,1,mock
4b01e973f7269ac328969b404bd5b99443b58f589924,0.8079,0.9058,0.664,0.6549,0.8393,0.6796,0.7959,0.8443,0.7352,0.8472,0.8065,0.6521,0.8744,0.6576,0.8838,0.8855,0.7925,1,mock
f96870c861c414ebeabbb9f2173e6355662b469f3110,1.0,0.782,0.7607,0.7354,0.948,0.8284,0.6971,0.7698,0.7038,0.8597,0.8666,0.6493,0.7098,0.7953,0.8479,0.9562,0.7501,1,mock
fe777f15c208c50b547ff834f9ea89355fd70c64c6ca,0.0744,0.0281,0.009,0.0672,0.0,0.0,0.1692,0.2178,0.0028,0.0466,0.1199,0.0,0.1215,0.0,0.1746,0.1934,0.0117,0,mock
c9679bc195cf23cf4b01c694c0b239e3e060bed36432,0.8326,0.9194,0.7523,0.6018,0.7413,0.6563,0.8306,0.9201,0.7313,0.6952,0.8216,0.8191,0.807,0.8631,0.8866,0.7328,0.803,1,mock
cc179c2ed81a61cbd730de73fdeebeb29cd5b6698125,0.9655,0.7986,0.8111,0.7624,0.8377,0.8518,0.8155,0.8825,0.7799,0.8874,0.8805,0.6162,0.6964,0.7361,0.7527,0.7959,0.6435,1,mock
720724aca1fa18420c2be94e50215d26416e011835e2,0.8348,0.8021,0.6406,0.7871,0.7887,0.7432,0.7719,0.766,0.8535,0.8858,0.8627,0.7993,0.8578,0.7306,0.7572,0.8299,0.8029,1,mock
b3422f9c08137855c81cf30deb879d725d72ae09c86e,1.0,0.6841,0.8252,0.7418,0.9235,0.8483,0.7057,0.7531,0.6657,0.7261,0.8563,0.7757,0.7442,0.7253,0.7695,0.8274,0.7656,1,mock
d153dd0e033638b34cea801feaa9f9044d4f82a21ead,0.9661,0.6905,0.8087,0.7493,0.9247,0.7227,0.8393,0.927,0.8654,0.7989,0.7389,0.7005,0.8216,0.8387,0.8898,0.8357,0.7562,1,mock
68a69c7210dd62243226ead1752195f8020456139653,0.0,0.097,0.1211,0.1666,0.0707,0.0537,0.2174,0.174,0.0,0.092,0.0106,0.0807,0.1636,0.0615,0.1076,0.0672,0.0646,0,mock
97425ddd8d2c16e981a2b888a1ae09a2e800f363a001,0.842,0.7232,0.86,0.7238,0.8653,0.6345,0.8527,0.8888,0.698,0.7006,0.8378,0.8183,0.8882,0.6709,0.8793,0.8742,0.8207,1,mock
250ab834730411fa2e5dbbd11f288f48c7eedacb8ee9,0.1104,0.1142,0.1703,0.0,0.1389,0.0777,0.1428,0.0625,0.1363,0.0612,0.1586,0.0,0.0833,0.1996,0.0521,0.0555,0.0503,0,mock
4fec2af337eebaf2f35c2187fb49ef837cad5676d070,0.0657,0.1384,0.1307,0.0442,0.1466,0.0,0.203,0.1181,0.1329,0.0,0.0,0.0367,0.1908,0.0125,0.0,0.0454,0.0607,0,mock
50b8100f85f76380f449df2bff5bc76af1e9305bc742,0.0322,0.0,0.1023,0.0625,0.088,0.0453,0.1246,0.1251,0.0687,0.1332,0.0,0.0804,0.0786,0.1111,0.0481,0.2148,0.0964,0,mock
e36714bbdc95221cd1caf4a4821008d4caf3435994b6,0.0,0.0327,0.206,0.1415,0.1754,0.0332,0.2859,0.2074,0.0276,0.0051,0.0,0.0,0.1552,0.2068,0.0,0.0,0.1384,0,mock
1e2f9861413520cec7fcbc70ccea5a610fbe7b4dc67e,0.8793,0.815,0.6831,0.615,0.7926,0.8543,0.819,0.8302,0.6666,0.7592,0.8212,0.78,0.7998,0.7871,0.8444,0.7918,0.8272,1,mock
c3c94b9ee178bd7708ae7da10bb74ad79ac5bfe4a10a,0.8355,0.9173,0.701,0.6914,0.754,0.6719,0.6895,0.7997,0.8224,0.755,0.9072,0.6028,0.862,0.641,0.8845,0.8892,0.6709,1,mock
ef8466abb976c76b9f5735fc772fec40ce5a47af1e3b,0.1177,0.0,0.1427,0.1681,0.1463,0.0879,0.1407,0.1144,0.0389,0.1551,0.0838,0.1863,0.0,0.2053,0.0638,0.2188,0.0258,0,mock
5ad524312901bf868c78f36c52269638f7008ff333f3,0.8508,0.8275,0.6826,0.6121,0.7668,0.8095,0.8254,0.8298,0.7618,0.793,0.859,0.7394,0.7324,0.6894,0.8611,0.9396,0.6496,1,mock
a9af4f5b4a46b9128d9f2a3ece90834bc852acbce691,1.0,0.7661,0.7256,0.6256,0.7593,0.8335,0.7891,0.8891,0.784,0.8233,0.7351,0.7688,0.7385,0.6602,0.8155,0.7465,0.8136,1,mock
4b693c1b7aafeb06faae68f823dd880c3ea862bcaaad,1.0,0.6876,0.7281,0.7646,0.9138,0.8648,0.835,0.8309,0.8683,0.7718,0.9387,0.7976,0.7702,0.7939,0.8388,0.8594,0.7868,1,mock
db15bdb7b6e6ad64c692469e374a885af7ce20608cc7,0.8084,0.8635,0.7755,0.7698,0.7842,0.7554,0.7881,0.8363,0.8364,0.9176,0.8033,0.729,0.8263,0.8076,0.9074,0.7799,0.6806,1,mock
fd66fb0dfcadf5ffa7fd96cbc2b2f11e226c77527b41,0.0,0.0,0.0348,0.0061,0.0499,0.0242,0.2347,0.0451,0.0368,0.1371,0.0172,0.1009,0.2117,0.0794,0.0041,0.0,0.1347,0,mock
cb3842b7dbc5be0573ec4da2f4ae6cefecbf6c4b665e,0.0829,0.0783,0.0453,0.0795,0.0251,0.0,0.0919,0.1084,0.0,0.0,0.0,0.1316,0.1545,0.0359,0.0,0.0985,0.0421,0,mock
92c50de7d0194d6843573821e08be93f7a3db62bb021,0.9651,0.687,0.8237,0.6453,0.7453,0.801,0.8184,0.7485,0.7392,0.7664,0.8499,0.7161,0.7682,0.6912,0.7047,0.8677,0.8035,1,mock
c23c86bef6183e091b86bee8e7de81faadeaf11e78fd,0.8629,0.8414,0.8655,0.736,0.96,0.7509,0.8466,0.8074,0.6577,0.7645,0.8453,0.717,0.8401,0.7302,0.8595,0.9319,0.6986,1,mock
ba2745dbb1b1fb73d32bb386847502fcd59205ba3334,0.1534,0.0475,0.2136,0.1277,0.0146,0.0,0.2507,0.0111,0.0991,0.1372,0.0,0.011,0.0936,0.1592,0.1866,0.0686,0.1884,0,mock
dae54995e2b4527ede1500c061a9a4cc9c32ffee3ddc,0.0988,0.127,0.0662,0.1367,0.1878,0.0165,0.2485,0.0746,0.0064,0.0219,0.0216,0.0908,0.139,0.094,0.0052,0.0723,0.1819,0,mock
6e344f9ef2b7957d74a053ada5a768c0ec905d098315,0.0147,0.0394,0.0199,0.1518,0.1508,0.0285,0.3136,0.1814,0.0963,0.0899,0.0,0.0171,0.0,0.056,0.0,0.0425,0.0043,0,mock
3b92dc5fcee4e67d2838713ccda626c16cd1400cc607,0.9769,0.7237,0.7883,0.6435,0.9038,0.7122,0.7888,0.8717,0.6852,0.7725,0.7561,0.6286,0.8863,0.751,0.7808,0.7659,0.6531,1,mock
18b344c2d0e537b7c2a04387b6e0d90f4b4613ae0d4f,0.8457,0.9113,0.8629,0.6887,0.762,0.7291,0.848,0.9096,0.7017,0.8484,0.9366,0.7508,0.9045,0.7818,0.7282,0.8798,0.6997,1,mock
db320ef02c559f54fdc263a142d80d1319f7bf9422bd,0.0365,0.0,0.0958,0.05,0.0257,0.1817,0.2558,0.1057,0.1161,0.0,0.1392,0.1573,0.2051,0.1424,0.0,0.1539,0.0702,0,mock
739b19190465b1be9cacb14720cc96545c128faeb6d6,0.8536,0.8452,0.6606,0.7549,0.9577,0.8577,0.774,0.9686,0.8616,0.6878,0.8746,0.801,0.9122,0.683,0.8157,0.9548,0.6638,1,mock
c7eaf7ef8520ce5ef47013a45e267ec85129e884bc69,0.992,0.6883,0.7786,0.639,0.8008,0.7289,0.8122,0.7446,0.6971,0.7129,0.7779,0.7923,0.8062,0.7814,0.8725,0.9208,0.8675,1,mock
508d650cc5d02fb757eb0df661091fb6ae61b28a47c9,0.0,0.0734,0.1315,0.0826,0.1154,0.0856,0.2335,0.0543,0.0133,0.0595,0.1231,0.066,0.0678,0.0424,0.0329,0.0,0.1557,0,mock
a2cbced5fa0f917c1562aa004a89deca2f9a2564f731,0.8459,0.6986,0.6986,0.6452,0.8067,0.7596,0.7132,0.7855,0.7965,0.8495,0.7454,0.6778,0.8102,0.7298,0.7296,0.8308,0.8472,1,mock
0282c0bfd65611c7cf9cd6ab082e04bf0cd9c54307ea,0.8965,0.7625,0.7938,0.5916,0.7539,0.8181,0.7903,0.7598,0.8358,0.7859,0.7302,0.8099,0.7286,0.7953,0.7117,0.886,0.6682,1,mock
110efdf2318381eee5ad1c4e2ac20376e42172961a1b,0.0,0.0924,0.0582,0.117,0.0583,0.0,0.2571,0.1888,0.0201,0.0,0.043,0.0763,0.1937,0.0148,0.1827,0.0892,0.053,0,mock
28139a82481eda12da38a7a4d076fd9dd14c804b863c,0.0877,0.0,0.0504,0.1007,0.2104,0.1599,0.2415,0.1563,0.121,0.1219,0.1327,0.1092,0.0478,0.1598,0.1201,0.011,0.0079,0,mock
26eeede7b87e852e6f6e891200768a7a4c92321561fa,0.1066,0.0,0.0,0.1164,0.0576,0.1818,0.1015,0.1412,0.0316,0.0136,0.007,0.1025,0.0,0.0532,0.197,0.1279,0.1976,0,mock
9cc28302be5153eeda23ea96742701b5558fdae9a06b,1.0,0.7851,0.7976,0.6091,0.9636,0.7761,0.7374,0.768,0.7622,0.8125,0.7524,0.8181,0.8991,0.7407,0.7082,0.9297,0.7496,1,mock
57d87722f5546d6a437efa1d39afb0002dff49bb5e1d,0.8509,0.6895,0.7491,0.6298,0.9539,0.7093,0.6807,0.8912,0.8477,0.8805,0.8906,0.6158,0.7016,0.7528,0.8537,0.7543,0.6914,1,mock
710e4d9872ee56736c6a06d804fba65cdd012e0765dd,0.0,0.0,0.1823,0.1486,0.0,0.1226,0.1709,0.169,0.0,0.1547,0.0032,0.0176,0.1743,0.1386,0.1859,0.2145,0.1994,0,mock
0e213075e3cf4577661188b46e19eb82f8cd306e6625,0.9508,0.9026,0.783,0.7705,0.8521,0.6591,0.7282,0.7633,0.8197,0.6863,0.863,0.6685,0.8729,0.7624,0.8269,0.7507,0.7042,1,mock
3a12e4fc70e9ceb4d58b56ecf443b7a02c523d409256,0.8559,0.7828,0.6312,0.6391,0.7832,0.8076,0.7847,0.9316,0.6622,0.8559,0.9407,0.6911,0.7661,0.7033,0.8124,0.7722,0.7756,1,mock
e88de75d1fd0b7516e6a0b29e35984dd84f700612c6e,0.8451,0.6987,0.7195,0.7005,0.9465,0.673,0.873,0.9655,0.859,0.6965,0.8416,0.6478,0.8828,0.7086,0.8127,0.7319,0.6782,1,mock
a195efef6176459cc0903558147a8ebbe1ac3050d888,0.9227,0.8287,0.7306,0.7201,0.8555,0.8543,0.729,0.9019,0.6873,0.775,0.8912,0.652,0.7559,0.8104,0.6974,0.84,0.8696,1,mock
8fa744a77c8bce99ec9f2cfaaffc87cd521eed728d9b,0.1013,0.0554,0.0,0.1538,0.1449,0.1026,0.1009,0.0921,0.0,0.0549,0.0882,0.035,0.1186,0.0549,0.1741,0.057,0.0062,0,mock
a81c61f840d3a5ef04aac711d9294f0123b625fca645,0.0,0.1295,0.1995,0.0631,0.0,0.0,0.151,0.0432,0.0181,0.0,0.0831,0.051,0.0245,0.0,0.1656,0.1662,0.0173,0,mock
dd5ad73476cedfbbbea8dd74d92a92bf39d4e8846cb2,0.1108,0.0312,0.0348,0.1224,0.0792,0.0582,0.1901,0.1846,0.1207,0.0168,0.0,0.0,0.0,0.1735,0.1865,0.0003,0.0356,0,mock
4e5ded79de602f3c562df26c1caf2996ee529f57e469,0.8514,0.7494,0.6797,0.7492,0.8061,0.7137,0.9041,0.9209,0.6956,0.7092,0.8924,0.6711,0.9152,0.8264,0.9091,0.9231,0.6997,1,mock
2b21f70349f4af54a700b1dbd217efc8f39fbf9704c5,0.8315,0.7761,0.7112,0.7121,0.8973,0.7996,0.7186,0.9615,0.6313,0.7019,0.7649,0.8022,0.7845,0.6454,0.7332,0.7492,0.6391,1,mock
7b5fa1c15aac43c11f38618d66b7e6702f57e9224e7b,0.0728,0.1678,0.0095,0.1311,0.154,0.0268,0.2512,0.1197,0.0,0.1195,0.0845,0.0561,0.0942,0.1248,0.0571,0.0963,0.0269,0,mock
a564e07f75f47583803c21a1e3c178e66759510cdd82,0.1144,0.0,0.1651,0.0363,0.157,0.0,0.1906,0.165,0.0551,0.1657,0.0435,0.1235,0.0549,0.0575,0.111,0.0,0.185,0,mock
0f2c450cb5ce3b237a4f0a9c6aabafc69b3e9756539e,0.8343,0.7445,0.6448,0.7605,0.8902,0.6506,0.7625,0.8599,0.863,0.8215,0.8629,0.7818,0.8764,0.7305,0.8085,0.9381,0.744,1,mock
24380c85348e59dc5284037bf9a0693c0e44184b5faf,0.1579,0.0209,0.0713,0.1144,0.1989,0.0957,0.2383,0.016,0.1385,0.0,0.1009,0.0607,0.0543,0.1645,0.0671,0.1303,0.0,0,mock
211666586f5c06737591f03d3b9b88d402ae296996ee,0.8145,0.783,0.7776,0.6377,0.83,0.7894,0.7005,0.9639,0.6462,0.8063,0.8518,0.8172,0.813,0.7237,0.7928,0.8826,0.8654,1,mock
b0f38b9dd1c169049d979424bbea670c32908f518120,0.0821,0.1215,0.055,0.0,0.0625,0.1468,0.1925,0.103,0.0426,0.1061,0.031,0.1905,0.1716,0.0494,0.0,0.2015,0.1399,0,mock
c21f23482d431d48203f6523f525b0ec0efaba91d34d,0.0305,0.0,0.089,0.1194,0.0,0.0127,0.0809,0.0335,0.0,0.0797,0.0,0.1363,0.2086,0.0596,0.1376,0.0293,0.0042,0,mock
7ea7f0ffcf54daf48976999780ec11013356faa55ff1,0.9153,0.7529,0.7795,0.6913,0.872,0.7484,0.8654,0.7769,0.8461,0.8625,0.7888,0.5815,0.7784,0.6859,0.7631,0.9315,0.8405,1,mock
575ab2497c1bb6a80fd005ab1bcef618d3f4fd19e6ae,0.798,0.833,0.7172,0.7723,0.8931,0.8587,0.7143,0.8758,0.8175,0.6884,0.7461,0.7668,0.7679,0.7219,0.8161,0.8752,0.793,1,mock
4d37f056129cf0319fc719fa2486c102712764b11cd6,0.0,0.0,0.0195,0.0046,0.1302,0.0,0.1952,0.1739,0.0722,0.0803,0.0102,0.0201,0.0059,0.0372,0.0418,0.0,0.0401,0,mock
b212fba40dc8a6ce9b8f38749276d37da1de7c0bf3eb,0.8084,0.7353,0.8247,0.7529,0.8456,0.7449,0.7306,0.7687,0.83,0.6854,0.7404,0.7176,0.7187,0.7811,0.6894,0.8673,0.6434,1,mock
ad304357deab90e58b58b42a25505718522d6f0723a1,0.787,0.7607,0.793,0.677,0.7696,0.7422,0.7106,0.8793,0.6365,0.7746,0.8655,0.5865,0.8343,0.6626,0.7908,0.7421,0.721,1,mock
3d65f664799fd01817fce05191676f6c5d0c8bd336a0,0.8334,0.8344,0.7268,0.6364,0.8402,0.8223,0.7875,0.9356,0.7373,0.7085,0.8494,0.7368,0.7046,0.729,0.8137,0.73,0.6518,1,mock
c467b3d4e6d2f3dc59e1aaf39020b9fa1db44fafdc69,0.8509,0.9147,0.788,0.6459,0.8658,0.7946,0.8587,0.7418,0.7755,0.7992,0.947,0.6487,0.8717,0.7757,0.7646,0.8828,0.779,1,mock
a8ea212ee46b7ebfa75c8f8aa6a5fb0f3557086601d3,0.0972,0.0,0.0693,0.0878,0.1769,0.1052,0.1807,0.0168,0.1682,0.0341,0.0,0.1049,0.0,0.0099,0.0,0.1116,0.0,0,mock
88c996d3fc286506a434862f56abe59392fb7fde0cf3,0.0076,0.0,0.0,0.1165,0.0719,0.0398,0.0944,0.2093,0.0,0.0357,0.048,0.1829,0.1265,0.0228,0.0781,0.0145,0.1445,0,mock
a405f5eb332f0824525dd36faf643738d1eddd31da41,0.919,0.8101,0.8095,0.5937,0.8702,0.7507,0.8847,0.7678,0.8606,0.6992,0.7746,0.7228,0.8421,0.6864,0.7088,0.9437,0.6891,1,mock
908c4aad7114abba3447bc914f403490e360c32b6e0f,0.8942,0.8275,0.6394,0.7681,0.8508,0.6582,0.7957,0.7613,0.7748,0.8786,0.9453,0.766,0.8358,0.7553,0.7689,0.7404,0.7572,1,mock
1f4d879c3f8a2c053a1a837b52345505ecc8aae96781,0.0465,0.0,0.117,0.1307,0.1379,0.0862,0.2483,0.0414,0.0179,0.0754,0.0,0.1833,0.0301,0.0979,0.1735,0.0,0.1522,0,mock
99ff7f5866608766749005a63a6b8eef105f51d088ba,0.0,0.0426,0.0171,0.0,0.0,0.0802,0.2541,0.0979,0.1522,0.1557,0.1629,0.0496,0.0975,0.1339,0.1012,0.0781,0.0,0,mock
ecdaaf9c9198958e0f3a782cc6c65c1b37ab34019053,0.9539,0.9144,0.7559,0.6479,0.7541,0.6766,0.7346,0.7731,0.6334,0.8082,0.7958,0.8138,0.8128,0.7974,0.7103,0.9384,0.7478,1,mock
2140f2cf08e05718097070d3b186fdab797fc8fd6643,0.0,0.0983,0.0113,0.0,0.0,0.0338,0.2705,0.0895,0.0,0.0719,0.1263,0.0,0.0993,0.1718,0.0129,0.1731,0.0623,0,mock
66285bbcecec8c59001d4251a0f18ee0e37c94eb0e46,0.0378,0.1379,0.0581,0.122,0.1395,0.0583,0.1359,0.0749,0.0598,0.1599,0.1436,0.1366,0.135,0.1878,0.1297,0.1173,0.1511,0,mock
dc689aec51d06a5612ae8af74ab8ed8cfea9bd0e5236,0.0532,0.0,0.0085,0.0,0.0,0.1202,0.2611,0.1678,0.1508,0.0,0.1463,0.0043,0.0644,0.0018,0.163,0.206,0.1877,0,mock
c7230af41844ae11ce547fdf5609bfcd76497d77c8b7,0.0063,0.0752,0.2064,0.148,0.0667,0.0,0.2849,0.0687,0.0195,0.0,0.0143,0.1946,0.1898,0.001,0.1347,0.0866,0.1982,0,mock
f74b4d78c0745beb8fb7181f01ec9ed90e502e4b7aab,0.0882,0.0368,0.1185,0.0968,0.1054,0.1966,0.1645,0.1092,0.0,0.0,0.1267,0.0169,0.0251,0.0519,0.1598,0.2098,0.1045,0,mock
1d3d39c0b487fa9bfd40eaa43fc976f05819bef67b2d,0.0441,0.0731,0.0691,0.0,0.0178,0.0,0.2285,0.2034,0.1693,0.08,0.0,0.1147,0.1483,0.17,0.0,0.0358,0.1956,0,mock
7ba91767a977ebfa18677d51b3c354c4d1a747314c7a,0.1151,0.0209,0.0986,0.0884,0.0017,0.1561,0.2929,0.1968,0.0827,0.0,0.0,0.0,0.1075,0.0736,0.0987,0.027,0.1236,0,mock
3735f1610a307516e41cf331a7a8be1823f9bf4c2c67,0.0986,0.1099,0.0386,0.1074,0.2082,0.1576,0.2913,0.1067,0.0762,0.0758,0.1615,0.1219,0.1917,0.1056,0.014,0.0,0.1615,0,mock
affe7950d1f9554d1b4783736bc2a14ca3a52d1fe4c0,0.8308,0.7584,0.8127,0.671,0.9105,0.8297,0.7405,0.7497,0.6347,0.8095,0.97,0.664,0.836,0.8175,0.8364,0.911,0.8579,1,mock
722cd39e41339e6cb101c6b062c82f9e86ba7a5a9c0f,0.0,0.0,0.0593,0.0111,0.1414,0.1799,0.2713,0.135,0.0456,0.0805,0.1441,0.0889,0.0604,0.1682,0.0593,0.1582,0.1604,0,mock
2165aebeb5c1d6002fda73f62ab545c358c1d100d100,0.1414,0.0395,0.1481,0.1008,0.0514,0.1071,0.2744,0.022,0.0,0.146,0.106,0.0699,0.1986,0.024,0.0965,0.0745,0.187,0,mock
65ba1230adb02ae37d227117bea6825905895397f530,0.1045,0.0653,0.0,0.0436,0.0206,0.0,0.3177,0.1741,0.0798,0.0,0.0,0.0813,0.1843,0.0467,0.0,0.0474,0.1659,0,mock
27358d57ee3790e5359538c09a21f28bdf7979a87fc2,0.8781,0.7612,0.7735,0.7694,0.8854,0.6458,0.7027,0.8928,0.6982,0.8537,0.8876,0.7975,0.8896,0.71,0.8199,0.7639,0.714,1,mock
40f1c6240277decdd2889be53a6edae70436c8a6b8ba,0.0,0.1028,0.1317,0.1641,0.0285,0.0,0.2461,0.0,0.0,0.1344,0.0401,0.0011,0.0625,0.1927,0.1049,0.1695,0.1131,0,mock
7abcacf84f070d3de27dc22f2afe94285eaf329a316a,0.867,0.7233,0.6814,0.8074,0.8467,0.6844,0.713,0.7485,0.8327,0.7043,0.915,0.7804,0.8921,0.6391,0.7608,0.9139,0.6615,1,mock
23fb8d24b8a07e75d14923e55f0fb76f5a96f1d36841,0.0048,0.1219,0.2195,0.0413,0.1699,0.0393,0.2825,0.2084,0.0,0.1162,0.0,0.0728,0.0261,0.182,0.1561,0.1788,0.0,0,mock
75d2d5f878ce1397dcc9d61a9dcb44e71216dfd15edd,0.0,0.0486,0.0112,0.1355,0.124,0.1988,0.1479,0.1425,0.0304,0.028,0.0,0.0296,0.0428,0.1282,0.1778,0.0687,0.1242,0,mock
5ff88883afd197c8f707378b55e80ced3e4613a6dc3d,0.0,0.0066,0.0859,0.0,0.0158,0.0257,0.0837,0.1295,0.0534,0.0,0.0141,0.0364,0.014,0.149,0.028,0.0388,0.0,0,mock
df701748d80673ffbfffc17cd3faad270b5284e22109,0.1125,0.1267,0.1705,0.0,0.0715,0.165,0.2621,0.2012,0.0728,0.0,0.1044,0.0218,0.0913,0.0889,0.05,0.1254,0.0,0,mock
0b8dfff4cd7fd43867443e685324869ea15ec6ad5b00,0.1522,0.0,0.2138,0.0,0.0,0.1953,0.236,0.1224,0.1627,0.0805,0.027,0.0,0.0378,0.0973,0.1251,0.2091,0.1167,0,mock
91a95c0e6bfe6bbe72afd71972192614936f7b8b2a88,0.954,0.7071,0.8243,0.6806,0.9139,0.8421,0.6838,0.7795,0.6542,0.6881,0.8735,0.7488,0.6917,0.8077,0.7765,0.7862,0.6821,1,mock
2006759cd09d7e7f9463de10b9a797d492691f8f4554,0.103,0.088,0.1093,0.023,0.1058,0.0794,0.2124,0.1271,0.0074,0.0838,0.0,0.0856,0.0,0.1804,0.0,0.1896,0.0085,0,mock
3f93d1e2bf4f4609f87fd9ea4b8ab4e748162abcbe19,0.1554,0.071,0.1006,0.0944,0.0461,0.0,0.1142,0.0,0.0258,0.1238,0.0562,0.1785,0.191,0.0904,0.0983,0.1569,0.0291,0,mock
e4414fbf33f3b48e947543e10c09f35e8188424f3161,0.7962,0.7036,0.8041,0.6969,0.8094,0.6608,0.8373,0.754,0.7787,0.896,0.8063,0.6882,0.8279,0.7034,0.8202,0.8657,0.7175,1,mock
c533ace8ebbfde37c2eb67b4fa8eaf0b0ae733a98ac4,0.0845,0.1125,0.105,0.1646,0.1355,0.0292,0.0857,0.1833,0.0095,0.0,0.0594,0.1776,0.1396,0.0396,0.125,0.1527,0.1059,0,mock
7ac10fdade693cffab438d049263e239866a734eb55f,0.8256,0.8473,0.8033,0.7552,0.7937,0.6976,0.737,0.7419,0.7672,0.8816,0.7669,0.6666,0.7826,0.7007,0.8389,0.8741,0.6779,1,mock
396ff8a5350572738cfc7ead1d4ae14ef25d3860b200,0.9432,0.6822,0.7969,0.7761,0.9672,0.7314,0.7117,0.747,0.7219,0.8554,0.7546,0.6552,0.8914,0.6629,0.8656,0.9108,0.662,1,mock
54640357a341a889cafb72f1a5f780fec725b4703d6a,0.0,0.0993,0.193,0.0366,0.1737,0.1056,0.1764,0.0,0.1369,0.0,0.0349,0.0596,0.1863,0.0562,0.0217,0.0075,0.0,0,mock
f05ac247ec6c9e27e7a23ae5dec718f070cb9049b68a,0.1296,0.0,0.0034,0.0,0.087,0.0127,0.148,0.0263,0.0,0.0,0.1552,0.1176,0.1805,0.2081,0.1131,0.1499,0.0,0,mock
3f4d892f48d6e07612126216f58c048ec0eb7a710d50,0.9385,0.7177,0.6717,0.598,0.7306,0.7381,0.8225,0.7999,0.6856,0.8497,0.8987,0.689,0.845,0.8517,0.8691,0.88,0.7887,1,mock
415053f356bf93fd6134e3e78cb1c933f04bded1fada,0.0679,0.0537,0.2056,0.0478,0.0847,0.1626,0.2674,0.1685,0.0596,0.0,0.159,0.1563,0.0957,0.1161,0.1844,0.0661,0.1236,0,mock
4bf8b64ab6df162100634c0d9a7bf4408ff0e980df7a,0.9769,0.7479,0.7017,0.7209,0.9697,0.7475,0.7157,0.8593,0.7128,0.8125,0.8604,0.6893,0.7572,0.6753,0.8474,0.8672,0.6861,1,mock
